University,Name,Location,Nostudent,Nostudentperstaff,InternationalStudent,FemaleMaleRatio,OverAllScore,TeachingScore,ResearchScore,CitationsScore,IndustryIncomeScore,InternationalOutlookScore,Latitude,Longitude,Continent
26,University of Washington,United States,47727,10.8,18%,55:45:00,82.1,71.6,82.8,98.9,53.9,63.0,47.60895311968021,-122.7850421284394,North America
28,Carnegie Mellon University,United States,14305,12.9,47%,44:56:00,81.1,65.4,81.8,98.7,55.2,80.1,40.477519039419015,-80.08385296939596,North America
29,University of Edinburgh,United Kingdom,32845,11.8,47%,62:38:00,79.8,66.9,74.5,97.1,40.9,95.6,55.59062361168066,-3.579940262042722,Europe
30,Technical University of Munich,Germany,33960,40.6,36%,37 : 63,79.3,69.8,82.2,84.5,100.0,77.7,48.16894183757161,11.85061598751762,Europe
31,University of Hong Kong,Hong Kong,18087,18.2,43%,54:46:00,78.5,65.6,74.1,92.4,60.6,98.7,22.271301053195852,114.10640308774259,Asia
32,"University of California, San Diego",United States,37030,11.3,28%,48:52:00,78.1,60.2,77.2,98.2,93.0,67.8,32.90159660705224,-117.02840320926846,North America
33,LMU Munich,Germany,35003,34.2,19%,61:39:00,77.7,67.3,78.3,87.4,100.0,70.5,48.26690803292201,11.627997077672488,Europe
34,University of Melbourne,Australia,49588,23.8,47%,58:42:00,77.6,67.1,75.9,85.8,78.1,93.6,-38.196263668546464,144.51642423490182,Oceania
35,King’s College London,United Kingdom,28965,11.8,52%,63:37:00,77.1,58.0,72.9,98.2,45.6,96.1,51.32089845440244,0.08497080157053392,Europe
36,"Nanyang Technological University, Singapore",Singapore,24651,15.1,25%,48:52:00,77.0,60.9,77.9,87.2,84.5,94.5,1.065655794241231,103.81339898761688,Asia
37,London School of Economics and Political Science,United Kingdom,11120,11.9,73%,55:45:00,76.5,59.2,74.3,95.1,37.8,92.8,51.19958534779283,-0.2578619737715874,Europe
38,Georgia Institute of Technology,United States,28826,24.7,40%,33 : 67,76.0,60.2,75.9,91.4,64.9,81.2,33.94705574476007,-84.52533622013593,North America
39,The University of Tokyo,Japan,26112,10.5,15%,,75.9,88.1,91.4,55.5,86.7,43.3,35.74698687696687,139.3881728844212,Asia
40,University of British Columbia,Canada,56452,18.9,34%,55:45:00,75.7,62.9,73.1,88.8,47.9,94.8,49.46034266907452,-123.17103217662688,North America
41,École Polytechnique Fédérale de Lausanne,Switzerland,11641,12.3,62%,30 : 70,75.4,65.6,70.7,84.5,71.7,98.0,46.06533442763092,6.695625766459227,Europe
42,KU Leuven,Belgium,47663,36.5,18%,51:49:00,74.6,59.7,74.9,86.7,99.2,76.8,51.340259961476285,4.477783535962615,Europe
43,Universität Heidelberg,Germany,19347,13.5,21%,55:45:00,74.1,67.2,61.5,96.0,55.7,71.2,49.64625410557094,9.177807788502466,Europe
44,Monash University,Australia,58725,42.5,41%,57:43:00,73.6,56.9,68.7,90.4,78.4,91.0,-37.70157569848195,145.00506139375557,Oceania
45,Chinese University of Hong Kong,Hong Kong,18468,19.0,21%,,73.2,59.1,61.1,95.7,60.9,92.5,22.2117875995037,113.79819450747723,Asia
46,McGill University,Canada,32309,12.5,30%,60:40:00,73.0,62.0,72.4,82.5,43.5,91.0,45.49252507703516,-73.79941421234119,North America
47,Paris Sciences et Lettres - PSL Research University Paris,France,16218,15.0,22%,51:49:00,72.9,68.2,73.5,75.5,78.8,76.3,49.250526186217066,2.717770735715861,Europe
48,University of Illinois at Urbana-Champaign,United States,48674,17.4,22%,48:52:00,72.7,67.1,78.9,78.1,50.1,56.2,39.68763040035118,-88.39106096931219,North America
49,Karolinska Institute,Sweden,8021,9.9,27%,70:30:00,72.4,51.1,68.8,94.0,66.4,87.3,59.65682336613941,18.26620156065173,Europe
50,University of Texas at Austin,United States,49171,17.4,10%,53:47:00,72.3,66.2,73.1,87.5,51.3,40.1,30.300552934762827,-97.9643032836695,North America
51,Fudan University,China,36318,11.9,9%,52:48:00,72.0,71.8,75.8,74.5,77.3,45.2,31.286235070519236,121.61412027915296,Asia
52,Shanghai Jiao Tong University,China,37478,11.5,8%,42:58:00,71.2,75.3,82.9,59.9,100.0,43.7,31.416584878876098,121.22622227061208,Asia
53,The University of Queensland,Australia,41372,34.2,41%,55:45:00,71.1,55.9,66.5,84.3,82.0,93.2,-27.54531177806777,153.47193317507458,Oceania
54,University of Manchester,England,37035,14.2,44%,55:45:00,70.9,54.5,63.7,91.3,45.3,92.7,53.03941140945387,-2.395720757578409,Europe
54,The University of Sydney,Australia,45853,19.0,45%,58:42:00,70.9,53.1,65.8,88.5,73.2,90.6,-34.06524211417486,151.3278022688806,Oceania
56,Seoul National University,South Korea,26209,15.1,10%,,70.8,75.2,76.2,67.6,96.6,35.9,37.8146060891133,127.37694343833685,Asia
57,Washington University in St Louis,United States,14420,7.8,24%,53:47:00,70.6,60.3,56.8,98.2,47.5,64.0,38.811559726979965,-90.05529875939304,North America
58,The Hong Kong University of Science and Technology,Hong Kong,9864,21.0,32%,,70.5,51.4,63.4,87.7,95.0,97.7,21.848502325074847,114.56708926330188,Asia
59,Wageningen University & Research,Netherlands,15404,18.6,27%,55:45:00,70.3,50.4,60.2,93.2,100.0,88.8,51.715636294700744,6.075037080826672,Europe
60,University of Amsterdam,Netherlands,29157,14.5,32%,59:41:00,69.6,48.0,64.1,93.3,44.4,91.9,52.47154010206056,5.082899653616665,Europe
61,Brown University,United States,10037,10.1,21%,,69.3,64.5,58.0,89.5,39.0,63.3,41.951303309286324,-71.63998229617128,North America
62,Australian National University,Australia,16758,14.6,51%,52:48:00,69.0,51.3,69.2,81.8,45.6,96.0,-35.38178870280099,148.6644327446982,Oceania
63,"University of California, Davis",United States,37639,13.1,18%,60:40:00,68.5,59.7,66.3,80.9,52.4,68.7,38.55363272829293,-121.60682856161225,North America
64,"University of California, Santa Barbara",United States,25860,28.5,20%,54:46:00,68.4,44.6,61.5,96.2,80.1,76.0,34.04072520034914,-119.64105597239711,North America
65,University of Southern California,United States,40549,12.6,22%,49:51:00,68.3,58.9,58.6,90.4,43.8,63.7,33.89447503616654,-118.27046513362694,North America
66,Utrecht University,Netherlands,32532,17.1,13%,62:38:00,68.2,44.3,66.0,91.2,72.7,78.8,51.88815399300356,5.657705152553321,Europe
67,Zhejiang University,China,46124,12.0,16%,,68.1,67.3,74.8,62.8,100.0,55.1,30.23353284498636,120.56964938402598,Asia
68,Kyoto University,Japan,22269,9.2,12%,25 : 75,68.0,77.5,79.1,52.3,88.6,40.5,34.92789845221104,136.27922959336328,Asia
69,University of North Carolina at Chapel Hill,United States,31080,7.9,8%,59:41:00,67.8,58.9,59.7,93.3,46.0,41.7,36.154545836935085,-79.31344116663074,North America
70,Delft University of Technology,Netherlands,20299,16.1,31%,31 : 69,67.7,58.8,76.4,59.1,93.4,94.2,51.651927303684865,4.372136054496363,Europe
71,Boston University,United States,27243,10.8,31%,59:41:00,67.5,55.9,56.1,92.9,41.1,65.9,41.852583599951416,-71.50768151540574,North America
71,UNSW Sydney,Australia,45133,36.3,40%,47:53:00,67.5,51.1,59.0,85.9,63.5,95.1,-33.95632023125922,151.49938242221262,Oceania
73,Charité - Universitätsmedizin Berlin,Germany,8429,18.0,21%,64:36:00,67.2,48.5,52.2,98.8,87.1,69.3,52.682903172375276,13.817045579810285,Europe
74,University of Science and Technology of China,China,18573,8.1,6%,,67.1,65.0,64.9,78.8,69.4,36.9,31.768628450710985,117.09915274181739,Asia
75,University of Groningen,Netherlands,30009,24.4,28%,52:48:00,66.6,45.4,57.6,90.4,75.8,89.8,53.4443206605874,6.116623422492559,Europe
76,University of Bristol,England,25680,14.6,31%,56:44:00,66.5,43.8,53.4,98.6,43.5,89.4,51.58389487500713,-2.4165614267769686,Europe
77,Leiden University,Netherlands,33648,19.3,20%,60:40:00,66.4,43.2,64.4,86.6,68.4,85.4,52.00983241078131,4.2457425025307005,Europe
78,Yonsei University (Seoul campus),South Korea,19481,14.7,17%,50:50:00,66.3,67.0,68.9,63.9,94.8,52.8,37.41949206939081,126.72531838858386,Asia
79,Hong Kong Polytechnic University,Hong Kong,19046,28.9,30%,51:49:00,65.8,46.6,57.0,86.7,56.0,97.6,22.64025402628999,113.7867881532414,Asia
80,Erasmus University Rotterdam,Netherlands,31668,33.9,22%,53:47:00,65.7,38.6,57.1,95.6,64.4,89.7,51.58040826785037,4.568753418019488,Europe
81,University of Wisconsin-Madison,United States,40701,10.0,14%,,65.5,59.7,62.9,78.7,48.4,51.8,43.522179371313044,-89.36169135976377,North America
82,Emory University,United States,13190,4.2,20%,60:40:00,65.3,54.8,46.0,98.0,48.6,59.8,33.64672636939079,-84.70392626224452,North America
82,University of Glasgow,Scotland,28540,13.5,41%,59:41:00,65.3,43.3,50.8,96.5,41.9,93.8,56.281208299808036,-4.406048389235392,Europe
82,University of Zurich,Switzerland,25003,13.7,22%,56:44:00,65.3,51.5,50.7,87.5,57.6,93.0,47.58878447717449,8.374195483435765,Europe
85,McMaster University,Canada,26403,29.0,20%,56:44:00,65.1,42.7,51.1,94.6,89.9,84.7,43.655308174984114,-80.31197127186624,North America
86,Humboldt University of Berlin,Germany,34399,53.2,17%,,64.9,55.2,64.3,75.6,42.8,70.5,52.39070637013839,13.052197679302308,Europe
86,University of Tübingen,Germany,20620,27.5,13%,59:41:00,64.9,51.1,58.2,84.5,79.9,64.1,48.375368918055656,9.042857613247794,Europe
88,University of Adelaide,Australia,23102,32.8,32%,49:51:00,64.7,42.7,51.8,92.2,65.3,93.6,-34.87185301171653,138.25783902325125,Oceania
89,University of Bonn,Germany,27210,47.5,17%,56:44:00,64.6,51.6,56.1,86.0,55.0,68.7,51.006617936538724,7.487383419608163,Europe
90,Sorbonne University,France,41443,13.9,21%,59:41:00,64.5,58.7,58.3,76.6,40.0,72.3,48.79022832934331,2.2762724894359527,Europe
91,Free University of Berlin,Germany,26497,41.9,23%,62:38:00,64.2,54.2,62.4,74.8,41.7,76.4,52.62706017717231,13.534797864010878,Europe
91,Korea Advanced Institute of Science and Technology (KAIST),South Korea,9946,10.7,9%,0.929861111,64.2,64.5,66.0,65.7,100.0,38.2,36.76513736852819,127.71330751077832,Asia
93,Université Paris-Saclay,France,44443,14.9,19%,49:51:00,63.9,56.7,55.2,79.1,54.6,69.7,48.73139953178691,2.0907425367281633,Europe
94,University of Bern,Switzerland,11728,17.2,17%,58:42:00,63.7,46.0,46.5,90.7,86.3,88.2,46.60963521421548,7.073890358215911,Europe
95,"University of California, Irvine",United States,36655,16.9,28%,52:48:00,63.6,43.5,51.6,93.6,59.4,73.2,33.277746612843096,-117.67032960520453,North America
95,Institut Polytechnique de Paris,France,5999,6.7,41%,24 : 76,63.6,58.5,58.8,64.8,72.7,95.6,49.10252329978226,2.3639331605576794,Europe
95,Nanjing University,China,36426,16.5,8%,54:46:00,63.6,58.4,58.2,74.3,87.3,55.2,31.789683076553306,118.86412411719887,Asia
98,Vanderbilt University,United States,12696,3.8,15%,55:45:00,63.5,49.5,47.5,96.5,66.7,50.6,35.64994371030885,-86.506583031592,North America
99,City University of Hong Kong,Hong Kong,9099,12.1,62%,54:46:00,63.4,47.2,53.0,79.9,76.6,99.6,21.983636969720866,113.75981113969539,Asia
99,RWTH Aachen University,Germany,39738,50.0,28%,33 : 67,63.4,56.8,64.5,66.1,93.8,65.1,51.165044891047785,5.95671948473431,Europe
