University,Name,Location,Nostudent,Nostudentperstaff,InternationalStudent,FemaleMaleRatio,OverAllScore,TeachingScore,ResearchScore,CitationsScore,IndustryIncomeScore,InternationalOutlookScore,Latitude,Longitude,Continent
25,Duke University,United States,16091,4.2,24%,52:48:00,82.6,78.1,76.2,95.7,99.6,68.0,35.52850504624298,-79.47910411111313,North America
26,Northwestern University,United States,19175,13.2,20%,51:49:00,82.1,71.7,80.7,97.5,85.0,67.0,42.471061409687195,-87.2201981294752,North America
26,University of Washington,United States,47727,10.8,18%,55:45:00,82.1,71.6,82.8,98.9,53.9,63.0,47.112345099059304,-122.62966254559215,North America
28,Carnegie Mellon University,United States,14305,12.9,47%,44:56:00,81.1,65.4,81.8,98.7,55.2,80.1,40.662640843313966,-79.80940553191249,North America
29,University of Edinburgh,United Kingdom,32845,11.8,47%,62:38:00,79.8,66.9,74.5,97.1,40.9,95.6,56.28888323848224,-3.5727134183068223,Europe
30,Technical University of Munich,Germany,33960,40.6,36%,37 : 63,79.3,69.8,82.2,84.5,100.0,77.7,47.90653449867335,10.935421074511343,Europe
31,University of Hong Kong,Hong Kong,18087,18.2,43%,54:46:00,78.5,65.6,74.1,92.4,60.6,98.7,22.0761520295217,114.23857302975168,Asia
32,"University of California, San Diego",United States,37030,11.3,28%,48:52:00,78.1,60.2,77.2,98.2,93.0,67.8,33.24303903895704,-118.19849418393558,North America
33,LMU Munich,Germany,35003,34.2,19%,61:39:00,77.7,67.3,78.3,87.4,100.0,70.5,48.87593517520805,11.222586760046717,Europe
34,University of Melbourne,Australia,49588,23.8,47%,58:42:00,77.6,67.1,75.9,85.8,78.1,93.6,-37.45868708178618,145.48862336747473,Oceania
35,King’s College London,United Kingdom,28965,11.8,52%,63:37:00,77.1,58.0,72.9,98.2,45.6,96.1,51.39569960624269,-1.0625646259432249,Europe
36,"Nanyang Technological University, Singapore",Singapore,24651,15.1,25%,48:52:00,77.0,60.9,77.9,87.2,84.5,94.5,1.2377745466192018,102.78209724055733,Asia
37,London School of Economics and Political Science,United Kingdom,11120,11.9,73%,55:45:00,76.5,59.2,74.3,95.1,37.8,92.8,51.13850074502064,-0.5962614130522768,Europe
38,Georgia Institute of Technology,United States,28826,24.7,40%,33 : 67,76.0,60.2,75.9,91.4,64.9,81.2,34.00814872244607,-84.78508896041181,North America
39,The University of Tokyo,Japan,26112,10.5,15%,,75.9,88.1,91.4,55.5,86.7,43.3,34.99071158850308,139.4696491458215,Asia
40,University of British Columbia,Canada,56452,18.9,34%,55:45:00,75.7,62.9,73.1,88.8,47.9,94.8,50.01959238551298,-124.2305194495844,North America
41,École Polytechnique Fédérale de Lausanne,Switzerland,11641,12.3,62%,30 : 70,75.4,65.6,70.7,84.5,71.7,98.0,46.0469538705163,6.770336979244967,Europe
42,KU Leuven,Belgium,47663,36.5,18%,51:49:00,74.6,59.7,74.9,86.7,99.2,76.8,51.395918998287414,4.540924447335686,Europe
43,Universität Heidelberg,Germany,19347,13.5,21%,55:45:00,74.1,67.2,61.5,96.0,55.7,71.2,48.80970937067905,7.750331524392239,Europe
44,Monash University,Australia,58725,42.5,41%,57:43:00,73.6,56.9,68.7,90.4,78.4,91.0,-37.94357392508683,144.61783349676028,Oceania
45,Chinese University of Hong Kong,Hong Kong,18468,19.0,21%,,73.2,59.1,61.1,95.7,60.9,92.5,22.059579942411613,114.35153441510316,Asia
46,McGill University,Canada,32309,12.5,30%,60:40:00,73.0,62.0,72.4,82.5,43.5,91.0,44.94517843997675,-72.99896650513955,North America
47,Paris Sciences et Lettres - PSL Research University Paris,France,16218,15.0,22%,51:49:00,72.9,68.2,73.5,75.5,78.8,76.3,49.14115303561755,2.222027516246351,Europe
48,University of Illinois at Urbana-Champaign,United States,48674,17.4,22%,48:52:00,72.7,67.1,78.9,78.1,50.1,56.2,41.004212715709905,-89.11100187433253,North America
49,Karolinska Institute,Sweden,8021,9.9,27%,70:30:00,72.4,51.1,68.8,94.0,66.4,87.3,58.350938919517695,17.578504600659098,Europe
50,University of Texas at Austin,United States,49171,17.4,10%,53:47:00,72.3,66.2,73.1,87.5,51.3,40.1,30.021251981548478,-97.49829816446098,North America
51,Fudan University,China,36318,11.9,9%,52:48:00,72.0,71.8,75.8,74.5,77.3,45.2,31.561394225651906,121.73764264446463,Asia
52,Shanghai Jiao Tong University,China,37478,11.5,8%,42:58:00,71.2,75.3,82.9,59.9,100.0,43.7,30.51458111952197,121.07639266970124,Asia
53,The University of Queensland,Australia,41372,34.2,41%,55:45:00,71.1,55.9,66.5,84.3,82.0,93.2,-27.829384665361154,153.2377592478443,Oceania
54,University of Manchester,England,37035,14.2,44%,55:45:00,70.9,54.5,63.7,91.3,45.3,92.7,53.169236523333154,-1.567657782064205,Europe
54,The University of Sydney,Australia,45853,19.0,45%,58:42:00,70.9,53.1,65.8,88.5,73.2,90.6,-34.438263720561366,151.1962223195152,Oceania
56,Seoul National University,South Korea,26209,15.1,10%,,70.8,75.2,76.2,67.6,96.6,35.9,37.866993630223696,126.39043039937498,Asia
57,Washington University in St Louis,United States,14420,7.8,24%,53:47:00,70.6,60.3,56.8,98.2,47.5,64.0,38.10601368798319,-91.09559823070525,North America
58,The Hong Kong University of Science and Technology,Hong Kong,9864,21.0,32%,,70.5,51.4,63.4,87.7,95.0,97.7,22.421339291851,113.41789806648457,Asia
59,Wageningen University & Research,Netherlands,15404,18.6,27%,55:45:00,70.3,50.4,60.2,93.2,100.0,88.8,52.67546105039594,5.475765924156223,Europe
60,University of Amsterdam,Netherlands,29157,14.5,32%,59:41:00,69.6,48.0,64.1,93.3,44.4,91.9,52.55100018532877,4.18838639875077,Europe
61,Brown University,United States,10037,10.1,21%,,69.3,64.5,58.0,89.5,39.0,63.3,41.64141279696263,-70.43510625570089,North America
62,Australian National University,Australia,16758,14.6,51%,52:48:00,69.0,51.3,69.2,81.8,45.6,96.0,-34.770311212467256,149.2495556579515,Oceania
63,"University of California, Davis",United States,37639,13.1,18%,60:40:00,68.5,59.7,66.3,80.9,52.4,68.7,38.395104565950774,-122.45832878794337,North America
64,"University of California, Santa Barbara",United States,25860,28.5,20%,54:46:00,68.4,44.6,61.5,96.2,80.1,76.0,33.57790245741165,-119.36744479121626,North America
65,University of Southern California,United States,40549,12.6,22%,49:51:00,68.3,58.9,58.6,90.4,43.8,63.7,33.35499981669506,-119.26705181805961,North America
66,Utrecht University,Netherlands,32532,17.1,13%,62:38:00,68.2,44.3,66.0,91.2,72.7,78.8,52.689393185044125,6.091062579035824,Europe
67,Zhejiang University,China,46124,12.0,16%,,68.1,67.3,74.8,62.8,100.0,55.1,29.729858966543656,120.04959269405053,Asia
68,Kyoto University,Japan,22269,9.2,12%,25 : 75,68.0,77.5,79.1,52.3,88.6,40.5,34.50981351056519,134.92685169334956,Asia
69,University of North Carolina at Chapel Hill,United States,31080,7.9,8%,59:41:00,67.8,58.9,59.7,93.3,46.0,41.7,36.47441123486893,-79.11523840415946,North America
70,Delft University of Technology,Netherlands,20299,16.1,31%,31 : 69,67.7,58.8,76.4,59.1,93.4,94.2,52.21661382654059,4.467047562843369,Europe
71,Boston University,United States,27243,10.8,31%,59:41:00,67.5,55.9,56.1,92.9,41.1,65.9,43.33783985072405,-70.6251267280511,North America
71,UNSW Sydney,Australia,45133,36.3,40%,47:53:00,67.5,51.1,59.0,85.9,63.5,95.1,-34.57508849319404,151.2708520324627,Oceania
73,Charité - Universitätsmedizin Berlin,Germany,8429,18.0,21%,64:36:00,67.2,48.5,52.2,98.8,87.1,69.3,51.551926046809555,14.368945903469559,Europe
74,University of Science and Technology of China,China,18573,8.1,6%,,67.1,65.0,64.9,78.8,69.4,36.9,31.958617204644554,117.1802073568869,Asia
75,University of Groningen,Netherlands,30009,24.4,28%,52:48:00,66.6,45.4,57.6,90.4,75.8,89.8,53.21970750505149,6.937353551057478,Europe
76,University of Bristol,England,25680,14.6,31%,56:44:00,66.5,43.8,53.4,98.6,43.5,89.4,51.95409327274824,-3.214217100897141,Europe
77,Leiden University,Netherlands,33648,19.3,20%,60:40:00,66.4,43.2,64.4,86.6,68.4,85.4,52.95247739073614,3.5797494006799138,Europe
78,Yonsei University (Seoul campus),South Korea,19481,14.7,17%,50:50:00,66.3,67.0,68.9,63.9,94.8,52.8,37.90862758954871,126.87964432385442,Asia
79,Hong Kong Polytechnic University,Hong Kong,19046,28.9,30%,51:49:00,65.8,46.6,57.0,86.7,56.0,97.6,22.73260172165591,113.62667794499322,Asia
80,Erasmus University Rotterdam,Netherlands,31668,33.9,22%,53:47:00,65.7,38.6,57.1,95.6,64.4,89.7,51.45490549155481,4.62798340431261,Europe
81,University of Wisconsin-Madison,United States,40701,10.0,14%,,65.5,59.7,62.9,78.7,48.4,51.8,42.6759293804878,-90.37899282565516,North America
82,Emory University,United States,13190,4.2,20%,60:40:00,65.3,54.8,46.0,98.0,48.6,59.8,34.282642629378465,-85.21743394262134,North America
82,University of Glasgow,Scotland,28540,13.5,41%,59:41:00,65.3,43.3,50.8,96.5,41.9,93.8,55.26617215833915,-4.277998523726142,Europe
82,University of Zurich,Switzerland,25003,13.7,22%,56:44:00,65.3,51.5,50.7,87.5,57.6,93.0,46.95187077135111,8.161335128520184,Europe
85,McMaster University,Canada,26403,29.0,20%,56:44:00,65.1,42.7,51.1,94.6,89.9,84.7,43.37687663998575,-79.80371069392996,North America
86,Humboldt University of Berlin,Germany,34399,53.2,17%,,64.9,55.2,64.3,75.6,42.8,70.5,52.87535188495397,13.452202753190136,Europe
86,University of Tübingen,Germany,20620,27.5,13%,59:41:00,64.9,51.1,58.2,84.5,79.9,64.1,47.90953208977497,8.361800921161526,Europe
88,University of Adelaide,Australia,23102,32.8,32%,49:51:00,64.7,42.7,51.8,92.2,65.3,93.6,-35.561456816177625,138.5811773043898,Oceania
89,University of Bonn,Germany,27210,47.5,17%,56:44:00,64.6,51.6,56.1,86.0,55.0,68.7,51.65731954337723,7.983826759248505,Europe
90,Sorbonne University,France,41443,13.9,21%,59:41:00,64.5,58.7,58.3,76.6,40.0,72.3,49.678378371146124,3.0575536546266706,Europe
91,Free University of Berlin,Germany,26497,41.9,23%,62:38:00,64.2,54.2,62.4,74.8,41.7,76.4,52.8906931930808,13.557787085550293,Europe
91,Korea Advanced Institute of Science and Technology (KAIST),South Korea,9946,10.7,9%,0.929861111,64.2,64.5,66.0,65.7,100.0,38.2,36.12393660518151,126.85807869588155,Asia
93,Université Paris-Saclay,France,44443,14.9,19%,49:51:00,63.9,56.7,55.2,79.1,54.6,69.7,48.05234406956321,3.140124916691894,Europe
94,University of Bern,Switzerland,11728,17.2,17%,58:42:00,63.7,46.0,46.5,90.7,86.3,88.2,46.55956651909951,8.192157119255693,Europe
95,"University of California, Irvine",United States,36655,16.9,28%,52:48:00,63.6,43.5,51.6,93.6,59.4,73.2,33.086122036522035,-117.43837534509255,North America
95,Institut Polytechnique de Paris,France,5999,6.7,41%,24 : 76,63.6,58.5,58.8,64.8,72.7,95.6,48.88401043809876,2.775293852931641,Europe
95,Nanjing University,China,36426,16.5,8%,54:46:00,63.6,58.4,58.2,74.3,87.3,55.2,31.993675700036068,119.18013801612571,Asia
98,Vanderbilt University,United States,12696,3.8,15%,55:45:00,63.5,49.5,47.5,96.5,66.7,50.6,35.71339561487726,-87.07551142447285,North America
99,City University of Hong Kong,Hong Kong,9099,12.1,62%,54:46:00,63.4,47.2,53.0,79.9,76.6,99.6,22.342995524512453,113.50018397767533,Asia
99,RWTH Aachen University,Germany,39738,50.0,28%,33 : 67,63.4,56.8,64.5,66.1,93.8,65.1,50.29577054474489,5.921901211389844,Europe
