x_fit,y_fit
8.1,77.8096334603317
9.2,76.2043077095473
10.3,74.59898195876289
10.5,74.30710454952936
10.7,74.01522714029583
11.5,72.84771750336172
11.6,72.70177879874495
11.9,72.26396268489466
12.0,72.11802398027791
12.1,71.97208527566114
14.7,68.17767895562528
15.1,67.59392413715823
15.1,67.59392413715823
16.5,65.55078227252353
18.2,63.069824294038554
19.0,61.90231465710444
19.8,60.73480502017033
21.0,58.983540564769164
28.9,47.45438290004483
