University,Name,Location,Nostudent,Nostudentperstaff,InternationalStudent,FemaleMaleRatio,OverAllScore,TeachingScore,ResearchScore,CitationsScore,IndustryIncomeScore,InternationalOutlookScore,Latitude,Longitude,Continent
29,University of Edinburgh,United Kingdom,32845,11.8,47%,62:38:00,79.8,66.9,74.5,97.1,40.9,95.6,55.92168927455605,-3.5912389399847666,Europe
30,Technical University of Munich,Germany,33960,40.6,36%,37 : 63,79.3,69.8,82.2,84.5,100.0,77.7,48.21742994712101,11.412816189278816,Europe
31,University of Hong Kong,Hong Kong,18087,18.2,43%,54:46:00,78.5,65.6,74.1,92.4,60.6,98.7,22.05482304989742,114.03781646460462,Asia
32,"University of California, San Diego",United States,37030,11.3,28%,48:52:00,78.1,60.2,77.2,98.2,93.0,67.8,33.22874353998211,-117.63573732156851,North America
33,LMU Munich,Germany,35003,34.2,19%,61:39:00,77.7,67.3,78.3,87.4,100.0,70.5,48.07848830607687,11.273495432838788,Europe
34,University of Melbourne,Australia,49588,23.8,47%,58:42:00,77.6,67.1,75.9,85.8,78.1,93.6,-38.22072929750703,144.63374525673888,Oceania
35,King’s College London,United Kingdom,28965,11.8,52%,63:37:00,77.1,58.0,72.9,98.2,45.6,96.1,51.7228375884207,-0.5809183797551589,Europe
36,"Nanyang Technological University, Singapore",Singapore,24651,15.1,25%,48:52:00,77.0,60.9,77.9,87.2,84.5,94.5,1.392729581103969,104.00825458998781,Asia
37,London School of Economics and Political Science,United Kingdom,11120,11.9,73%,55:45:00,76.5,59.2,74.3,95.1,37.8,92.8,51.92859726664783,-0.535973285944621,Europe
38,Georgia Institute of Technology,United States,28826,24.7,40%,33 : 67,76.0,60.2,75.9,91.4,64.9,81.2,33.51555911342052,-84.71144719028604,North America
39,The University of Tokyo,Japan,26112,10.5,15%,,75.9,88.1,91.4,55.5,86.7,43.3,35.299516492774224,140.0538853980477,Asia
40,University of British Columbia,Canada,56452,18.9,34%,55:45:00,75.7,62.9,73.1,88.8,47.9,94.8,49.42641273907205,-123.53880932620798,North America
41,École Polytechnique Fédérale de Lausanne,Switzerland,11641,12.3,62%,30 : 70,75.4,65.6,70.7,84.5,71.7,98.0,46.20237657686218,6.338912061783349,Europe
42,KU Leuven,Belgium,47663,36.5,18%,51:49:00,74.6,59.7,74.9,86.7,99.2,76.8,50.65091833068417,4.759253421236531,Europe
43,Universität Heidelberg,Germany,19347,13.5,21%,55:45:00,74.1,67.2,61.5,96.0,55.7,71.2,49.831115823167,8.737999073419703,Europe
44,Monash University,Australia,58725,42.5,41%,57:43:00,73.6,56.9,68.7,90.4,78.4,91.0,-37.42302662833397,145.0439026050516,Oceania
45,Chinese University of Hong Kong,Hong Kong,18468,19.0,21%,,73.2,59.1,61.1,95.7,60.9,92.5,22.582946975747948,113.85359402257865,Asia
46,McGill University,Canada,32309,12.5,30%,60:40:00,73.0,62.0,72.4,82.5,43.5,91.0,45.469429810964755,-73.14792231550733,North America
47,Paris Sciences et Lettres - PSL Research University Paris,France,16218,15.0,22%,51:49:00,72.9,68.2,73.5,75.5,78.8,76.3,48.67041550887412,2.7150690871290712,Europe
48,University of Illinois at Urbana-Champaign,United States,48674,17.4,22%,48:52:00,72.7,67.1,78.9,78.1,50.1,56.2,40.16600007554132,-87.99726062279332,North America
49,Karolinska Institute,Sweden,8021,9.9,27%,70:30:00,72.4,51.1,68.8,94.0,66.4,87.3,59.6570044757687,18.250541743971826,Europe
50,University of Texas at Austin,United States,49171,17.4,10%,53:47:00,72.3,66.2,73.1,87.5,51.3,40.1,29.871382994850183,-97.48948397320366,North America
51,Fudan University,China,36318,11.9,9%,52:48:00,72.0,71.8,75.8,74.5,77.3,45.2,31.4010641808333,121.84490872728736,Asia
52,Shanghai Jiao Tong University,China,37478,11.5,8%,42:58:00,71.2,75.3,82.9,59.9,100.0,43.7,31.30040087982653,121.40157788942128,Asia
53,The University of Queensland,Australia,41372,34.2,41%,55:45:00,71.1,55.9,66.5,84.3,82.0,93.2,-27.09576796954227,152.8364190441687,Oceania
54,University of Manchester,England,37035,14.2,44%,55:45:00,70.9,54.5,63.7,91.3,45.3,92.7,53.40868725776998,-1.8185163123304702,Europe
54,The University of Sydney,Australia,45853,19.0,45%,58:42:00,70.9,53.1,65.8,88.5,73.2,90.6,-33.815151118090895,151.22418191371364,Oceania
56,Seoul National University,South Korea,26209,15.1,10%,,70.8,75.2,76.2,67.6,96.6,35.9,37.65413596032189,127.35433404837117,Asia
57,Washington University in St Louis,United States,14420,7.8,24%,53:47:00,70.6,60.3,56.8,98.2,47.5,64.0,38.170207126052546,-90.64540618416774,North America
58,The Hong Kong University of Science and Technology,Hong Kong,9864,21.0,32%,,70.5,51.4,63.4,87.7,95.0,97.7,22.143865806112377,114.674319407004,Asia
59,Wageningen University & Research,Netherlands,15404,18.6,27%,55:45:00,70.3,50.4,60.2,93.2,100.0,88.8,51.73568805628239,5.776080303754816,Europe
60,University of Amsterdam,Netherlands,29157,14.5,32%,59:41:00,69.6,48.0,64.1,93.3,44.4,91.9,52.74213405311403,5.048332303082836,Europe
61,Brown University,United States,10037,10.1,21%,,69.3,64.5,58.0,89.5,39.0,63.3,41.48200567624424,-71.72958939627541,North America
62,Australian National University,Australia,16758,14.6,51%,52:48:00,69.0,51.3,69.2,81.8,45.6,96.0,-34.78162948030635,148.7027790446672,Oceania
63,"University of California, Davis",United States,37639,13.1,18%,60:40:00,68.5,59.7,66.3,80.9,52.4,68.7,38.68386657021709,-121.52553181555203,North America
64,"University of California, Santa Barbara",United States,25860,28.5,20%,54:46:00,68.4,44.6,61.5,96.2,80.1,76.0,34.67818980950281,-119.44629997442196,North America
65,University of Southern California,United States,40549,12.6,22%,49:51:00,68.3,58.9,58.6,90.4,43.8,63.7,34.37340032394995,-117.87147974263893,North America
66,Utrecht University,Netherlands,32532,17.1,13%,62:38:00,68.2,44.3,66.0,91.2,72.7,78.8,51.750959261551905,5.427337682426698,Europe
67,Zhejiang University,China,46124,12.0,16%,,68.1,67.3,74.8,62.8,100.0,55.1,30.27856810784677,120.35333637393224,Asia
68,Kyoto University,Japan,22269,9.2,12%,25 : 75,68.0,77.5,79.1,52.3,88.6,40.5,35.28009441564683,135.6136669759802,Asia
69,University of North Carolina at Chapel Hill,United States,31080,7.9,8%,59:41:00,67.8,58.9,59.7,93.3,46.0,41.7,35.78621667357421,-78.66145573302164,North America
70,Delft University of Technology,Netherlands,20299,16.1,31%,31 : 69,67.7,58.8,76.4,59.1,93.4,94.2,51.947433300359016,3.9922178954156133,Europe
71,Boston University,United States,27243,10.8,31%,59:41:00,67.5,55.9,56.1,92.9,41.1,65.9,42.71822451446966,-70.89310009661277,North America
71,UNSW Sydney,Australia,45133,36.3,40%,47:53:00,67.5,51.1,59.0,85.9,63.5,95.1,-34.04014714534687,151.20273960256026,Oceania
73,Charité - Universitätsmedizin Berlin,Germany,8429,18.0,21%,64:36:00,67.2,48.5,52.2,98.8,87.1,69.3,52.609578415732635,13.343273097182498,Europe
74,University of Science and Technology of China,China,18573,8.1,6%,,67.1,65.0,64.9,78.8,69.4,36.9,31.721878328084017,117.40114363471305,Asia
75,University of Groningen,Netherlands,30009,24.4,28%,52:48:00,66.6,45.4,57.6,90.4,75.8,89.8,53.075431538987885,6.582751532244206,Europe
76,University of Bristol,England,25680,14.6,31%,56:44:00,66.5,43.8,53.4,98.6,43.5,89.4,51.76025642021512,-2.114800193866873,Europe
77,Leiden University,Netherlands,33648,19.3,20%,60:40:00,66.4,43.2,64.4,86.6,68.4,85.4,51.9771992092063,4.486752548733097,Europe
78,Yonsei University (Seoul campus),South Korea,19481,14.7,17%,50:50:00,66.3,67.0,68.9,63.9,94.8,52.8,37.36522909773618,126.5047651708194,Asia
79,Hong Kong Polytechnic University,Hong Kong,19046,28.9,30%,51:49:00,65.8,46.6,57.0,86.7,56.0,97.6,22.46790187603415,114.21207371325852,Asia
80,Erasmus University Rotterdam,Netherlands,31668,33.9,22%,53:47:00,65.7,38.6,57.1,95.6,64.4,89.7,52.05009067976687,4.943694949212144,Europe
81,University of Wisconsin-Madison,United States,40701,10.0,14%,,65.5,59.7,62.9,78.7,48.4,51.8,43.1447712786534,-89.77879605525976,North America
82,Emory University,United States,13190,4.2,20%,60:40:00,65.3,54.8,46.0,98.0,48.6,59.8,33.71080908026926,-84.60768112508356,North America
82,University of Glasgow,Scotland,28540,13.5,41%,59:41:00,65.3,43.3,50.8,96.5,41.9,93.8,56.298332822567886,-3.9913668743996755,Europe
82,University of Zurich,Switzerland,25003,13.7,22%,56:44:00,65.3,51.5,50.7,87.5,57.6,93.0,47.31854828762378,8.215507169137503,Europe
85,McMaster University,Canada,26403,29.0,20%,56:44:00,65.1,42.7,51.1,94.6,89.9,84.7,42.88415306056755,-80.28456931841296,North America
86,Humboldt University of Berlin,Germany,34399,53.2,17%,,64.9,55.2,64.3,75.6,42.8,70.5,52.30193222260909,13.360035306582237,Europe
86,University of Tübingen,Germany,20620,27.5,13%,59:41:00,64.9,51.1,58.2,84.5,79.9,64.1,48.35048755259227,8.57040530212073,Europe
88,University of Adelaide,Australia,23102,32.8,32%,49:51:00,64.7,42.7,51.8,92.2,65.3,93.6,-34.774375071318936,139.03105029802379,Oceania
89,University of Bonn,Germany,27210,47.5,17%,56:44:00,64.6,51.6,56.1,86.0,55.0,68.7,50.25247636904596,6.980042763820829,Europe
90,Sorbonne University,France,41443,13.9,21%,59:41:00,64.5,58.7,58.3,76.6,40.0,72.3,48.98267301258317,1.964825238266593,Europe
91,Free University of Berlin,Germany,26497,41.9,23%,62:38:00,64.2,54.2,62.4,74.8,41.7,76.4,52.5838269774361,12.982863648355943,Europe
91,Korea Advanced Institute of Science and Technology (KAIST),South Korea,9946,10.7,9%,0.929861111,64.2,64.5,66.0,65.7,100.0,38.2,36.80195140091802,126.87906803576935,Asia
93,Université Paris-Saclay,France,44443,14.9,19%,49:51:00,63.9,56.7,55.2,79.1,54.6,69.7,48.29495152722594,2.000638055078041,Europe
94,University of Bern,Switzerland,11728,17.2,17%,58:42:00,63.7,46.0,46.5,90.7,86.3,88.2,46.57781122327875,7.0390161446423,Europe
95,"University of California, Irvine",United States,36655,16.9,28%,52:48:00,63.6,43.5,51.6,93.6,59.4,73.2,33.94251406802513,-117.48081179871865,North America
95,Institut Polytechnique de Paris,France,5999,6.7,41%,24 : 76,63.6,58.5,58.8,64.8,72.7,95.6,48.275523497610614,1.9072801046648877,Europe
95,Nanjing University,China,36426,16.5,8%,54:46:00,63.6,58.4,58.2,74.3,87.3,55.2,32.34000410059431,118.57717559943647,Asia
98,Vanderbilt University,United States,12696,3.8,15%,55:45:00,63.5,49.5,47.5,96.5,66.7,50.6,36.36535635122788,-86.6318538299667,North America
99,City University of Hong Kong,Hong Kong,9099,12.1,62%,54:46:00,63.4,47.2,53.0,79.9,76.6,99.6,22.728308907824616,114.12097942701067,Asia
99,RWTH Aachen University,Germany,39738,50.0,28%,33 : 67,63.4,56.8,64.5,66.1,93.8,65.1,50.711241109772686,6.174869363750574,Europe
